icd9_code,icd10_code,rank,reason
71101,M00819,1,"ICD-9 'Pyogenic arthritis' refers to arthritis caused by pus-forming bacteria. 'Other bacteria' in M00819 is the most general category encompassing various pyogenic organisms not specified in the other options, making it the best semantic match to the unspecified pyogenic cause in the ICD-9 code."
71101,M00019,2,"Staphylococcus is a common cause of pyogenic arthritis. While the ICD-9 code doesn't specify the organism, this is a plausible specific type of pyogenic arthritis."
71101,M00119,3,"Pneumococcus (Streptococcus pneumoniae) is another cause of pyogenic arthritis. Less common than Staphylococcus, but still a plausible specific type."
71101,M00219,4,"Other streptococci can cause pyogenic arthritis. This is a specific type, but less common overall than Staphylococcus or unspecified bacteria."
71102,M00829,1,"M00829 represents arthritis due to other bacteria, unspecified elbow. Pyogenic arthritis is caused by bacteria, and M00829 is the most general bacterial arthritis code among the options. While the ICD-9 specifies 'upper arm', the ICD-10 candidates specify 'elbow', which is part of the upper arm. M00829 is the best fit because 'pyogenic' implies bacterial infection, and this code covers unspecified bacterial arthritis."
71102,M00029,2,"M00029 specifies Staphylococcal arthritis, unspecified elbow. Staphylococcus is a common cause of pyogenic arthritis, making this a plausible option, although less general than M00829. The location mismatch (elbow vs. upper arm) persists."
71102,M00229,3,"M00229 specifies Other streptococcal arthritis, unspecified elbow. Streptococcus is another cause of pyogenic arthritis. This is less likely than Staphylococcus but still possible. The location mismatch (elbow vs. upper arm) persists."
71102,M00129,4,"M00129 specifies Pneumococcal arthritis, unspecified elbow. Streptococcus pneumoniae is a cause of pyogenic arthritis, but it's less common than Staphylococcus or other streptococci. The location mismatch (elbow vs. upper arm) persists."
71103,M00839,1,"ICD-9 'Pyogenic arthritis' indicates bacterial arthritis. 'Pyogenic' means pus-forming, which is characteristic of bacterial infection. M00839 captures 'Arthritis due to other bacteria'. While the ICD-9 specifies 'forearm' and the ICD-10 specifies 'unspecified wrist', M00839 is the most semantically general bacterial arthritis code among the candidates. The location mismatch (forearm vs. wrist) is a significant limitation, but the bacterial etiology is the primary concept in the ICD-9 code."
71103,M00039,2,"This code specifies 'Staphylococcal arthritis'. Staphylococcus is a common cause of pyogenic arthritis, making this a plausible specific type. However, the ICD-9 code does not specify the bacteria type, only that it is 'pyogenic' (implying bacterial). The location mismatch (forearm vs. wrist) remains."
71103,M00239,3,"This code specifies 'Other streptococcal arthritis'. Streptococcus is another cause of pyogenic arthritis. Similar to M00039, the ICD-9 code does not specify the bacteria type, only that it is 'pyogenic'. The location mismatch (forearm vs. wrist) remains."
71103,M00139,4,"This code specifies 'Pneumococcal arthritis'. Pneumococcus (Streptococcus pneumoniae) is a cause of pyogenic arthritis, but less common than Staph or other Strep. The ICD-9 code does not specify the bacteria type, only that it is 'pyogenic'. The location mismatch (forearm vs. wrist) remains."
71104,M00049,1,"Pyogenic means pus-forming, commonly caused by bacteria like Staphylococcus. This code specifies a common bacterial cause (Staphylococcus) and the correct body site (hand)."
71104,M00849,2,"This code represents arthritis due to other bacteria, which is a reasonable fallback if the specific pyogenic bacteria isn't Staphylococcus or Streptococcus. It correctly identifies the hand as the body site."
71104,M00249,3,Streptococcus is another common cause of pyogenic infections. This code specifies a possible bacterial cause (Streptococcus) and the correct body site (hand).
71104,M00149,4,"Pneumococcus (Streptococcus pneumoniae) is a specific type of Streptococcus. While possible, it's less common than Staphylococcus or other streptococci as a cause of pyogenic arthritis in the hand compared to the others listed. It correctly identifies the hand as the body site."
71105,M00859,1,"ICD-9 'Pyogenic arthritis' means arthritis caused by pus-forming bacteria. ICD-10 'Arthritis due to other bacteria' is the most general category that captures this, as 'pyogenic' doesn't specify the exact bacterium. The ICD-9 specifies 'pelvic region and thigh', while the ICD-10 specifies 'unspecified hip'. While not a perfect body site match, the hip is within the pelvic region, making this the closest semantic match among the bacterial options."
71105,M00059,2,"This code specifies 'Staphylococcal arthritis', a common cause of pyogenic arthritis. However, the ICD-9 code doesn't specify Staphylococcus. The body site 'unspecified hip' is partially consistent with the ICD-9 'pelvic region and thigh'."
71105,M00259,3,"This code specifies 'Other streptococcal arthritis', another potential cause of pyogenic arthritis. The ICD-9 code doesn't specify Streptococcus. The body site 'unspecified hip' is partially consistent with the ICD-9 'pelvic region and thigh'."
71105,M00159,4,"This code specifies 'Pneumococcal arthritis', a less common cause of pyogenic arthritis. The ICD-9 code doesn't specify Pneumococcus. The body site 'unspecified hip' is partially consistent with the ICD-9 'pelvic region and thigh'."
71106,M00869,1,"ICD-9 'Pyogenic arthritis' implies bacterial arthritis. 'Lower leg' is a body site. M00869 covers 'Arthritis due to other bacteria' (a broad category including pyogenic causes) and 'unspecified knee', which is anatomically close to the lower leg, though not identical. It's the best fit among the options provided as it captures the bacterial etiology."
71106,M00069,2,"M00069 specifies 'Staphylococcal arthritis', a common cause of pyogenic arthritis, but restricts the location to the 'unspecified knee'. While the knee is in the lower leg, this code is less general than M00869 and adds a specific bacterial type not explicitly stated in the ICD-9 code."
71106,M00269,3,"M00269 specifies 'Other streptococcal arthritis' and 'unspecified knee'. Streptococci are another cause of pyogenic arthritis, but like M00069, this code is too specific regarding the bacterial type and restricts the location to the knee."
71106,M00169,4,"M00169 specifies 'Pneumococcal arthritis' and 'unspecified knee'. Pneumococcus is a less common cause of pyogenic arthritis compared to Staph or Strep, and the code restricts the location to the knee, making it the least suitable option."
71107,M00079,1,"Pyogenic arthritis implies a bacterial infection, and Staphylococcus is a common cause. This code specifies a bacterial cause (Staphylococcal) and the correct body site (ankle and foot), matching the ICD-9 description closely in terms of semantics."
71107,M00879,2,"This code represents arthritis due to other bacteria, which is a broader category than M00079 but still captures the 'pyogenic' (bacterial) nature of the arthritis and the correct body site."
71107,M00279,3,"This code specifies arthritis due to other streptococcal bacteria. While Streptococcus is a cause of pyogenic arthritis, it is less common than Staphylococcus, making this a less likely match than M00079 or M00879, but still semantically related."
71107,M00179,4,"This code specifies arthritis due to Pneumococcus (Streptococcus pneumoniae). While a cause of pyogenic arthritis, it is a specific type of Streptococcus and less generally representative of 'pyogenic' than M00079 or M00879."
71108,M009,1,"This code directly maps to 'Pyogenic arthritis, unspecified'. While the ICD-9 code specifies 'other specified sites', M009 is the closest general equivalent for pyogenic arthritis when the specific site is not detailed in the ICD-10 code itself. It captures the core concept of pyogenic arthritis."
71108,M0088,2,"This code represents 'Arthritis due to other bacteria, vertebrae'. It captures the 'arthritis' aspect and the 'pyogenic' (bacterial) nature implied by the ICD-9 code. However, it specifies the site as 'vertebrae', which is not in the ICD-9 description ('other specified sites'). It's a potential match if the unspecified site in ICD-9 was the vertebrae, but less general than M009."
